Project ID with serial,Number of turbines,Breakpoint between base and topping (percent),Turbine rating MW,Crane breakdown fraction,Labor cost multiplier,Hub height m,Base crane choice,Offload crane choice,Top crane choice,Base total cost,Offload total cost,Top total cost,Base wind multiplier,Offload wind multiplier,Top wind multiplier,Base operation time all turbines (hours),Offload operation time all turbines (hours),Top operation time all turbines (hours)
Baseline 2.5MW 117m RD 110m HH_2005,60.0,0.3181818181818182,2.5,0.25,0.75,110,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,1804056.0,298812.0,6517601.0,1.25,1.0,1.6,525.0,128.0,1584.0
Baseline 2.5MW 117m RD 110m HH_2006,80.0,0.3181818181818182,2.5,0.25,0.75,110,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,2352075.0,384312.0,8477964.0,1.25,1.0,1.6,701.0,171.0,2112.0
Baseline 2.5MW 117m RD 110m HH_2007,160.0,0.3181818181818182,2.5,0.25,0.75,110,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,4544150.0,728624.0,16314183.0,1.25,1.0,1.6,1401.0,341.0,4224.0
Baseline 2.5MW 117m RD 110m HH_2008,400.0,0.3181818181818182,2.5,0.25,0.75,110,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,11117509.0,1761560.0,39826330.0,1.25,1.0,1.6,3503.0,854.0,10561.0
Baseline 2.5MW 117m RD 110m HH_2009,8.0,0.0,2.5,0.5,0.75,110,,LB 75 Hydraulic,LR1500/2 HSL7DHS,,75124.0,1847535.0,,1.0,1.55,,17.0,335.0
Baseline 2.5MW 117m RD 110m HH_2010,20.0,0.3181818181818182,2.5,0.5,0.75,110,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,1177830.0,125501.0,3675778.0,1.25,1.0,1.6,325.0,43.0,818.0
Baseline 2.5MW 117m RD 110m HH_2011,40.0,0.3181818181818182,2.5,0.5,0.75,110,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,2192795.0,213311.0,6709812.0,1.25,1.0,1.6,650.0,85.0,1636.0
Baseline 2.5MW 117m RD 110m HH_2012,60.0,0.3181818181818182,2.5,0.5,0.75,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,3210625.0,298812.0,9740374.0,1.25,1.0,1.6,975.0,128.0,2364.0
Baseline 2.5MW 117m RD 110m HH_2013,80.0,0.3181818181818182,2.5,0.5,0.75,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,4228455.0,384312.0,12760498.0,1.25,1.0,1.6,1301.0,171.0,3152.0
Baseline 2.5MW 117m RD 110m HH_2014,160.0,0.3181818181818182,2.5,0.5,0.75,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,8296910.0,728624.0,24839289.0,1.25,1.0,1.6,2601.0,341.0,6304.0
Baseline 2.5MW 117m RD 110m HH_2015,400.0,0.3181818181818182,2.5,0.5,0.75,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,20502274.0,1761560.0,61080783.0,1.25,1.0,1.6,6503.0,854.0,15761.0
Baseline 2.5MW 117m RD 110m HH_2016,8.0,0.0,2.5,0.75,0.75,110,,LB 75 Hydraulic,LR1500/2 HSL7DHS,,75124.0,2265189.0,,1.0,1.55,,17.0,451.0
Baseline 2.5MW 117m RD 110m HH_2017,20.0,0.3181818181818182,2.5,0.75,0.75,110,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,1647641.0,125501.0,4751193.0,1.25,1.0,1.6,475.0,43.0,1108.0
Baseline 2.5MW 117m RD 110m HH_2018,40.0,0.3181818181818182,2.5,0.75,0.75,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,3132417.0,213311.0,8828163.0,1.25,1.0,1.6,950.0,85.0,2126.0
Baseline 2.5MW 117m RD 110m HH_2019,60.0,0.3181818181818182,2.5,0.75,0.75,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,4620059.0,298812.0,12902244.0,1.25,1.0,1.6,1425.0,128.0,3189.0
Baseline 2.5MW 117m RD 110m HH_2020,80.0,0.3181818181818182,2.5,0.75,0.75,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,6104835.0,384312.0,16974618.0,1.25,1.0,1.6,1901.0,171.0,4252.0
Baseline 2.5MW 117m RD 110m HH_2021,160.0,0.3181818181818182,2.5,0.75,0.75,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,12049670.0,728624.0,33270943.0,1.25,1.0,1.6,3801.0,341.0,8504.0
Baseline 2.5MW 117m RD 110m HH_2022,400.0,0.3181818181818182,2.5,0.75,0.75,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,29887039.0,1761560.0,82156505.0,1.25,1.0,1.6,9503.0,854.0,21261.0
Baseline 2.5MW 117m RD 110m HH_2023,8.0,0.0,2.5,1.0,0.75,110,,LB 75 Hydraulic,LR1500/2 HSL7DHS,,75124.0,2682843.0,,1.0,1.55,,17.0,567.0
Baseline 2.5MW 117m RD 110m HH_2024,20.0,0.3181818181818182,2.5,1.0,0.75,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,2114587.0,125501.0,5808038.0,1.25,1.0,1.6,625.0,43.0,1338.0
Baseline 2.5MW 117m RD 110m HH_2025,40.0,0.3181818181818182,2.5,1.0,0.75,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,4072040.0,213311.0,10936076.0,1.25,1.0,1.6,1250.0,85.0,2676.0
Baseline 2.5MW 117m RD 110m HH_2026,60.0,0.3181818181818182,2.5,1.0,0.75,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,6026627.0,298812.0,16062407.0,1.25,1.0,1.6,1875.0,128.0,4014.0
Baseline 2.5MW 117m RD 110m HH_2027,80.0,0.3181818181818182,2.5,1.0,0.75,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,7981215.0,384312.0,21190445.0,1.25,1.0,1.6,2501.0,171.0,5352.0
Baseline 2.5MW 117m RD 110m HH_2028,160.0,0.3181818181818182,2.5,1.0,0.75,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,15805295.0,728624.0,41702598.0,1.25,1.0,1.6,5001.0,341.0,10704.0
Baseline 2.5MW 117m RD 110m HH_2029,400.0,0.3181818181818182,2.5,1.0,0.75,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,39271804.0,1761560.0,103233934.0,1.25,1.0,1.6,12503.0,854.0,26761.0
Baseline 2.5MW 117m RD 110m HH_2030,8.0,0.0,2.5,0.0,1.0,110,,LB 75 Hydraulic,LR1500/2 HSL7DHS,,85137.0,1077076.0,,1.0,1.55,,17.0,103.0
Baseline 2.5MW 117m RD 110m HH_2031,20.0,0.3181818181818182,2.5,0.0,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),260542.0,149812.0,1633688.0,1.25,1.0,1.6,25.0,43.0,198.0
Baseline 2.5MW 117m RD 110m HH_2032,40.0,0.3181818181818182,2.5,0.0,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),361083.0,262654.0,2495128.0,1.25,1.0,1.6,50.0,85.0,396.0
Baseline 2.5MW 117m RD 110m HH_2033,60.0,0.3181818181818182,2.5,0.0,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),461625.0,372466.0,3358816.0,1.25,1.0,1.6,75.0,128.0,594.0
Baseline 2.5MW 117m RD 110m HH_2034,80.0,0.3181818181818182,2.5,0.0,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),565932.0,482278.0,4222504.0,1.25,1.0,1.6,101.0,171.0,792.0
Baseline 2.5MW 117m RD 110m HH_2035,160.0,0.3181818181818182,2.5,0.0,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),968099.0,924557.0,7672759.0,1.25,1.0,1.6,201.0,341.0,1584.0
Baseline 2.5MW 117m RD 110m HH_2036,400.0,0.3181818181818182,2.5,0.0,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),2182129.0,2251392.0,18028023.0,1.25,1.0,1.6,503.0,854.0,3961.0
Baseline 2.5MW 117m RD 110m HH_2037,8.0,0.0,2.5,0.25,1.0,110,,LB 75 Hydraulic,LR1500/2 HSL7DHS,,85137.0,1567503.0,,1.0,1.55,,17.0,219.0
Baseline 2.5MW 117m RD 110m HH_2038,20.0,0.3181818181818182,2.5,0.25,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,864610.0,149812.0,2939804.0,1.25,1.0,1.6,175.0,43.0,528.0
Baseline 2.5MW 117m RD 110m HH_2039,40.0,0.3181818181818182,2.5,0.25,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,1569221.0,262654.0,5241856.0,1.25,1.0,1.6,350.0,85.0,1056.0
Baseline 2.5MW 117m RD 110m HH_2040,60.0,0.3181818181818182,2.5,0.25,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,2273831.0,372466.0,7541660.0,1.25,1.0,1.6,525.0,128.0,1584.0
Baseline 2.5MW 117m RD 110m HH_2041,80.0,0.3181818181818182,2.5,0.25,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,2978442.0,482278.0,9843713.0,1.25,1.0,1.6,701.0,171.0,2112.0
Baseline 2.5MW 117m RD 110m HH_2042,160.0,0.3181818181818182,2.5,0.25,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,5796883.0,924557.0,19045177.0,1.25,1.0,1.6,1401.0,341.0,4224.0
Baseline 2.5MW 117m RD 110m HH_2043,400.0,0.3181818181818182,2.5,0.25,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,14248443.0,2251392.0,46637115.0,1.25,1.0,1.6,3503.0,854.0,10261.0
Baseline 2.5MW 117m RD 110m HH_2044,8.0,0.0,2.5,0.5,1.0,110,,LB 75 Hydraulic,LR1500/2 HSL7DHS,,85137.0,2057930.0,,1.0,1.55,,17.0,335.0
Baseline 2.5MW 117m RD 110m HH_2045,20.0,0.3181818181818182,2.5,0.5,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,1468679.0,149812.0,4204775.0,1.25,1.0,1.6,325.0,43.0,818.0
Baseline 2.5MW 117m RD 110m HH_2046,40.0,0.3181818181818182,2.5,0.5,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,2773593.0,262654.0,7739246.0,1.25,1.0,1.6,650.0,85.0,1576.0
Baseline 2.5MW 117m RD 110m HH_2047,60.0,0.3181818181818182,2.5,0.5,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,4082272.0,372466.0,11268869.0,1.25,1.0,1.6,975.0,128.0,2364.0
Baseline 2.5MW 117m RD 110m HH_2048,80.0,0.3181818181818182,2.5,0.5,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,5390951.0,482278.0,14798492.0,1.25,1.0,1.6,1301.0,171.0,3152.0
Baseline 2.5MW 117m RD 110m HH_2049,160.0,0.3181818181818182,2.5,0.5,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,10621902.0,924557.0,28914772.0,1.25,1.0,1.6,2601.0,341.0,6304.0
Baseline 2.5MW 117m RD 110m HH_2050,400.0,0.3181818181818182,2.5,0.5,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,26314756.0,2251392.0,71270247.0,1.25,1.0,1.6,6503.0,854.0,15761.0
Baseline 2.5MW 117m RD 110m HH_2051,8.0,0.0,2.5,0.75,1.0,110,,LB 75 Hydraulic,LR1500/2 HSL7DHS,,85137.0,2548357.0,,1.0,1.55,,17.0,451.0
Baseline 2.5MW 117m RD 110m HH_2052,20.0,0.3181818181818182,2.5,0.75,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,2072748.0,149812.0,5441390.0,1.25,1.0,1.6,475.0,43.0,1063.0
Baseline 2.5MW 117m RD 110m HH_2053,40.0,0.3181818181818182,2.5,0.75,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,3981730.0,262654.0,10202780.0,1.25,1.0,1.6,950.0,85.0,2126.0
Baseline 2.5MW 117m RD 110m HH_2054,60.0,0.3181818181818182,2.5,0.75,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,5894478.0,372466.0,14964170.0,1.25,1.0,1.6,1425.0,128.0,3189.0
Baseline 2.5MW 117m RD 110m HH_2055,80.0,0.3181818181818182,2.5,0.75,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,7803461.0,482278.0,19723349.0,1.25,1.0,1.6,1901.0,171.0,4252.0
Baseline 2.5MW 117m RD 110m HH_2056,160.0,0.3181818181818182,2.5,0.75,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,15446922.0,924557.0,38768910.0,1.25,1.0,1.6,3801.0,341.0,8504.0
Baseline 2.5MW 117m RD 110m HH_2057,400.0,0.3181818181818182,2.5,0.75,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,38381069.0,2251392.0,95901169.0,1.25,1.0,1.6,9503.0,854.0,21261.0
Baseline 2.5MW 117m RD 110m HH_2058,8.0,0.0,2.5,1.0,1.0,110,,LB 75 Hydraulic,LR1500/2 HSL7DHS,,85137.0,3038783.0,,1.0,1.55,,17.0,567.0
Baseline 2.5MW 117m RD 110m HH_2059,20.0,0.3181818181818182,2.5,1.0,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,2673051.0,149812.0,6673157.0,1.25,1.0,1.6,625.0,43.0,1338.0
Baseline 2.5MW 117m RD 110m HH_2060,40.0,0.3181818181818182,2.5,1.0,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,5189868.0,262654.0,12666315.0,1.25,1.0,1.6,1250.0,85.0,2676.0
Baseline 2.5MW 117m RD 110m HH_2061,60.0,0.3181818181818182,2.5,1.0,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,7702919.0,372466.0,18657261.0,1.25,1.0,1.6,1875.0,128.0,4014.0
Baseline 2.5MW 117m RD 110m HH_2062,80.0,0.3181818181818182,2.5,1.0,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,10215970.0,482278.0,24650418.0,1.25,1.0,1.6,2501.0,171.0,5352.0
Baseline 2.5MW 117m RD 110m HH_2063,160.0,0.3181818181818182,2.5,1.0,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,20275706.0,924557.0,48623048.0,1.25,1.0,1.6,5001.0,341.0,10704.0
Baseline 2.5MW 117m RD 110m HH_2064,400.0,0.3181818181818182,2.5,1.0,1.0,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,50447382.0,2251392.0,120534302.0,1.25,1.0,1.6,12503.0,854.0,26761.0
Baseline 2.5MW 117m RD 110m HH_2065,8.0,0.0,2.5,0.0,1.5,110,,LB 75 Hydraulic,LR1500/2 HSL7DHS,,105162.0,1206774.0,,1.0,1.55,,17.0,103.0
Baseline 2.5MW 117m RD 110m HH_2066,20.0,0.3181818181818182,2.5,0.0,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),305210.0,198435.0,1890120.0,1.25,1.0,1.6,25.0,43.0,198.0
Baseline 2.5MW 117m RD 110m HH_2067,40.0,0.3181818181818182,2.5,0.0,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),450421.0,361341.0,3006983.0,1.25,1.0,1.6,50.0,85.0,396.0
Baseline 2.5MW 117m RD 110m HH_2068,60.0,0.3181818181818182,2.5,0.0,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),595631.0,519776.0,4127103.0,1.25,1.0,1.6,75.0,128.0,594.0
Baseline 2.5MW 117m RD 110m HH_2069,80.0,0.3181818181818182,2.5,0.0,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),746406.0,678211.0,5247223.0,1.25,1.0,1.6,101.0,171.0,792.0
Baseline 2.5MW 117m RD 110m HH_2070,160.0,0.3181818181818182,2.5,0.0,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),1327247.0,1316422.0,9721190.0,1.25,1.0,1.6,201.0,341.0,1584.0
Baseline 2.5MW 117m RD 110m HH_2071,400.0,0.3181818181818182,2.5,0.0,1.5,110,LR1600/2 SL3F,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),2835421.0,3231055.0,23149603.0,1.25,1.0,1.6,503.0,854.0,3961.0
Baseline 2.5MW 117m RD 110m HH_2072,8.0,0.0,2.5,0.25,1.5,110,,LB 75 Hydraulic,LR1500/2 HSL7DHS,,105162.0,1842746.0,,1.0,1.55,,17.0,219.0
Baseline 2.5MW 117m RD 110m HH_2073,20.0,0.3181818181818182,2.5,0.25,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,1177794.0,198435.0,3622174.0,1.25,1.0,1.6,175.0,43.0,528.0
Baseline 2.5MW 117m RD 110m HH_2074,40.0,0.3181818181818182,2.5,0.25,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,2195587.0,361341.0,6602464.0,1.25,1.0,1.6,350.0,85.0,1026.0
Baseline 2.5MW 117m RD 110m HH_2075,60.0,0.3181818181818182,2.5,0.25,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,3213381.0,519776.0,9563695.0,1.25,1.0,1.6,525.0,128.0,1539.0
Baseline 2.5MW 117m RD 110m HH_2076,80.0,0.3181818181818182,2.5,0.25,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,4231175.0,678211.0,12524927.0,1.25,1.0,1.6,701.0,171.0,2052.0
Baseline 2.5MW 117m RD 110m HH_2077,160.0,0.3181818181818182,2.5,0.25,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,8302350.0,1316422.0,24369854.0,1.25,1.0,1.6,1401.0,341.0,4104.0
Baseline 2.5MW 117m RD 110m HH_2078,400.0,0.3181818181818182,2.5,0.25,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,20510310.0,3231055.0,59904635.0,1.25,1.0,1.6,3503.0,854.0,10261.0
Baseline 2.5MW 117m RD 110m HH_2079,8.0,0.0,2.5,0.5,1.5,110,,LB 75 Hydraulic,LR1500/2 HSL7DHS,,105162.0,2478719.0,,1.0,1.55,,17.0,335.0
Baseline 2.5MW 117m RD 110m HH_2080,20.0,0.3181818181818182,2.5,0.5,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,2050377.0,198435.0,5228620.0,1.25,1.0,1.6,325.0,43.0,788.0
Baseline 2.5MW 117m RD 110m HH_2081,40.0,0.3181818181818182,2.5,0.5,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,3935189.0,361341.0,9777240.0,1.25,1.0,1.6,650.0,85.0,1576.0
Baseline 2.5MW 117m RD 110m HH_2082,60.0,0.3181818181818182,2.5,0.5,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,5825567.0,519776.0,14325859.0,1.25,1.0,1.6,975.0,128.0,2364.0
Baseline 2.5MW 117m RD 110m HH_2083,80.0,0.3181818181818182,2.5,0.5,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,7715944.0,678211.0,18874479.0,1.25,1.0,1.6,1301.0,171.0,3152.0
Baseline 2.5MW 117m RD 110m HH_2084,160.0,0.3181818181818182,2.5,0.5,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,15271888.0,1316422.0,37065739.0,1.25,1.0,1.6,2601.0,341.0,6304.0
Baseline 2.5MW 117m RD 110m HH_2085,400.0,0.3181818181818182,2.5,0.5,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,37939719.0,3231055.0,91649176.0,1.25,1.0,1.6,6503.0,854.0,15761.0
Baseline 2.5MW 117m RD 110m HH_2086,8.0,0.0,2.5,0.75,1.5,110,,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,,105162.0,3106581.0,,1.0,1.55,,17.0,433.0
Baseline 2.5MW 117m RD 110m HH_2087,20.0,0.3181818181818182,2.5,0.75,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,2922961.0,198435.0,6816008.0,1.25,1.0,1.6,475.0,43.0,1063.0
Baseline 2.5MW 117m RD 110m HH_2088,40.0,0.3181818181818182,2.5,0.75,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,5680356.0,361341.0,12952015.0,1.25,1.0,1.6,950.0,85.0,2126.0
Baseline 2.5MW 117m RD 110m HH_2089,60.0,0.3181818181818182,2.5,0.75,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,8443317.0,519776.0,19088023.0,1.25,1.0,1.6,1425.0,128.0,3189.0
Baseline 2.5MW 117m RD 110m HH_2090,80.0,0.3181818181818182,2.5,0.75,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,11200713.0,678211.0,25220812.0,1.25,1.0,1.6,1901.0,171.0,4252.0
Baseline 2.5MW 117m RD 110m HH_2091,160.0,0.3181818181818182,2.5,0.75,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,22241425.0,1316422.0,49764843.0,1.25,1.0,1.6,3801.0,341.0,8504.0
Baseline 2.5MW 117m RD 110m HH_2092,400.0,0.3181818181818182,2.5,0.75,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,55369128.0,3231055.0,123390498.0,1.25,1.0,1.6,9503.0,854.0,21261.0
Baseline 2.5MW 117m RD 110m HH_2093,8.0,0.0,2.5,1.0,1.5,110,,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,,105162.0,3722441.0,,1.0,1.55,,17.0,543.0
Baseline 2.5MW 117m RD 110m HH_2094,20.0,0.3181818181818182,2.5,1.0,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,3789979.0,198435.0,8403396.0,1.25,1.0,1.6,625.0,43.0,1338.0
Baseline 2.5MW 117m RD 110m HH_2095,40.0,0.3181818181818182,2.5,1.0,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,7425523.0,361341.0,16126791.0,1.25,1.0,1.6,1250.0,85.0,2676.0
Baseline 2.5MW 117m RD 110m HH_2096,60.0,0.3181818181818182,2.5,1.0,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,11055502.0,519776.0,23846968.0,1.25,1.0,1.6,1875.0,128.0,4014.0
Baseline 2.5MW 117m RD 110m HH_2097,80.0,0.3181818181818182,2.5,1.0,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,14685482.0,678211.0,31570364.0,1.25,1.0,1.6,2501.0,171.0,5352.0
Baseline 2.5MW 117m RD 110m HH_2098,160.0,0.3181818181818182,2.5,1.0,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,29216528.0,1316422.0,62463947.0,1.25,1.0,1.6,5001.0,341.0,10704.0
Baseline 2.5MW 117m RD 110m HH_2099,400.0,0.3181818181818182,2.5,1.0,1.5,110,LR1350 S3HS,LB 75 Hydraulic,LR1600/2 SL13DFB + Derrick ,72798538.0,3231055.0,155135038.0,1.25,1.0,1.6,12503.0,854.0,26761.0
Baseline 2.5MW 117m RD 120m HH_2100,8.0,0.0,2.5,0.0,0.5,120,,LB 75 Hydraulic,LR1500/2 HSL7DHS,,65226.0,971628.0,,1.0,1.54,,17.0,112.0
Baseline 2.5MW 117m RD 120m HH_2101,20.0,0.2916666666666667,2.5,0.0,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,214489.0,101474.0,1432444.0,1.22,1.0,1.59,25.0,43.0,260.0
Baseline 2.5MW 117m RD 120m HH_2102,40.0,0.2916666666666667,2.5,0.0,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),268978.0,164539.0,2112140.0,1.22,1.0,1.59,50.0,86.0,441.0
Baseline 2.5MW 117m RD 120m HH_2103,60.0,0.2916666666666667,2.5,0.0,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),323467.0,226013.0,2783211.0,1.22,1.0,1.59,75.0,129.0,661.0
Baseline 2.5MW 117m RD 120m HH_2104,80.0,0.2916666666666667,2.5,0.0,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),377956.0,287488.0,3454281.0,1.22,1.0,1.59,100.0,172.0,881.0
Baseline 2.5MW 117m RD 120m HH_2105,160.0,0.2916666666666667,2.5,0.0,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),597878.0,534975.0,6138562.0,1.22,1.0,1.59,201.0,343.0,1763.0
Baseline 2.5MW 117m RD 120m HH_2106,400.0,0.2916666666666667,2.5,0.0,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1750/2 SX3D4F2B Derrick (walk),1251747.0,1279029.0,14191405.0,1.22,1.0,1.59,502.0,858.0,4407.0
Baseline 2.5MW 117m RD 120m HH_2107,8.0,0.0,2.5,0.25,0.5,120,,LB 75 Hydraulic,LR1500/2 HSL7DHS,,65226.0,1314713.0,,1.0,1.54,,17.0,228.0
Baseline 2.5MW 117m RD 120m HH_2108,20.0,0.2916666666666667,2.5,0.25,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,540494.0,101474.0,2315503.0,1.22,1.0,1.59,175.0,43.0,550.0
Baseline 2.5MW 117m RD 120m HH_2109,40.0,0.2916666666666667,2.5,0.25,0.5,120,LR1350 S3HS,LB 75 Hydraulic,LR1500/2 HSL7DHS,922952.0,164539.0,3992247.0,1.22,1.0,1.59,350.0,86.0,1101.0
